series_type,table_type,table_type_desc,country_code,country_type,country_english_name,year,period_type,period_number,period,period_in_date,trade_flow,trade_flow_desc,commodity_group_code,commodity_group_name,partner_country_code,partner_country_english_name,base_year,currency_type,value,value_unit,value_type,value_type_desc,estimation_type,estimation_type_desc
T38.A.CF.,T38,Conversion factors,312,C,Guadeloupe,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.28569972,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,316,C,Guam,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,316,C,Guam,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,320,C,Guatemala,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,320,C,Guatemala,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,324,C,Guinea,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.0570685,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,324,C,Guinea,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.0570685,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,328,C,Guyana,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.583332,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,328,C,Guyana,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.583332,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,332,C,Haiti,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.2,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,332,C,Haiti,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.2,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,340,C,Honduras,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.5,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,340,C,Honduras,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.5,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,344,C,"China, Hong Kong SAR",1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.175,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,344,C,"China, Hong Kong SAR",1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.175,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,348,C,Hungary,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.08519995,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,348,C,Hungary,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.08519995,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,352,C,Iceland,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,6.14036,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,352,C,Iceland,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,6.14036,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,356,C,India,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.21,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,356,C,India,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.21,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,360,C,Indonesia,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.09999996,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,360,C,Indonesia,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.09999996,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,364,C,Iran (Islamic Rep. of),1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.0310078,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,364,C,Iran (Islamic Rep. of),1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.0310078,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,368,C,Iraq,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,2.79999923,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,368,C,Iraq,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,2.79999923,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,372,C,Ireland,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,2.79999923,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,372,C,Ireland,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,2.79999923,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,376,C,Israel,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,5555.57,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,376,C,Israel,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,5555.57,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,381,C,Italy,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.00159999,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,381,C,Italy,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.00159999,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,384,C,Cote d'Ivoire,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.00571769,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,384,C,Cote d'Ivoire,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.00571769,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,388,C,Jamaica,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1.4,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,388,C,Jamaica,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1.4,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,392,C,Japan,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.00277778,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,392,C,Japan,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.00277778,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,400,C,Jordan,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,2.79999923,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,400,C,Jordan,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,2.79999923,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,404,C,Kenya,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.14,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,404,C,Kenya,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.14,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,410,C,"Korea, Republic of",1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.02,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,410,C,"Korea, Republic of",1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.02,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,414,C,Kuwait,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,2.8,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,414,C,Kuwait,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,2.8,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,418,C,Lao P.Dem.R.,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.02856998,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,418,C,Lao P.Dem.R.,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.02856998,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,422,C,Lebanon,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.3125,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,422,C,Lebanon,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.3125,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,426,C,Lesotho,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1.4,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,426,C,Lesotho,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1.4,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,430,C,Liberia,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,430,C,Liberia,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,434,C,Libya,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,2.8,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,434,C,Libya,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,2.8,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,446,C,"China, Macao SAR",1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.03478297,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,446,C,"China, Macao SAR",1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.03478297,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,450,C,Madagascar,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.0285886,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,450,C,Madagascar,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.0285886,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,454,C,Malawi,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1.4,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,454,C,Malawi,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1.4,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,458,C,Malaysia,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.326667,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,458,C,Malaysia,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.326667,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,462,C,Maldives,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.21,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,462,C,Maldives,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.21,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,466,C,Mali,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.00571769,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,466,C,Mali,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.00571769,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,470,C,Malta,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,2.79999923,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,470,C,Malta,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,2.79999923,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,474,C,Martinique,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.28569972,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,474,C,Martinique,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.28569972,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,478,C,Mauritania,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.2858858,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,478,C,Mauritania,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.2858858,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,480,C,Mauritius,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.21,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,480,C,Mauritius,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.21,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,484,C,Mexico,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.08,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,484,C,Mexico,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.08,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,504,C,Morocco,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.285714,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,504,C,Morocco,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.285714,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,508,C,Mozambique,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,34.7826,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,508,C,Mozambique,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,34.7826,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,512,C,Oman,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,2.8,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,512,C,Oman,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,2.8,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,520,C,Nauru,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1.12,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,520,C,Nauru,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1.12,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,524,C,Nepal,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.149477,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,524,C,Nepal,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.149477,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,528,C,Netherlands,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.2631579,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,528,C,Netherlands,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.2631579,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,530,C,Neth. Antilles,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,530,C,Neth. Antilles,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,532,C,Neth. Antilles and Aruba,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.53026396,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,532,C,Neth. Antilles and Aruba,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.53026396,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,540,C,New Caledonia,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.01570999,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,540,C,New Caledonia,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.01570999,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,548,C,Vanuatu,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.0157233,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,548,C,Vanuatu,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.0157233,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,554,C,New Zealand,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1.39999961,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,554,C,New Zealand,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1.39999961,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,558,C,Nicaragua,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,142.857,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,558,C,Nicaragua,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,142.857,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,562,C,Niger,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.00571769,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,562,C,Niger,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.00571769,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,566,C,Nigeria,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1.4,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,566,C,Nigeria,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1.4,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,570,C,Niue,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1.39999961,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,570,C,Niue,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1.39999961,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,574,C,Norfolk Island,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,574,C,Norfolk Island,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,579,C,Norway,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.14,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,579,C,Norway,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.14,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,583,C,Micronesia,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,583,C,Micronesia,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,586,C,Pakistan,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.21,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,586,C,Pakistan,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.21,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,591,C,Panama,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,591,C,Panama,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,598,C,Papua New Guinea,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1.11999988,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,598,C,Papua New Guinea,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1.11999988,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,600,C,Paraguay,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.0172301,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,600,C,Paraguay,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.0172301,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,604,C,Peru,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,52631600,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,604,C,Peru,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,52631600,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,608,C,Philippines,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.5,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,608,C,Philippines,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.5,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,616,C,Poland,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,2500,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,616,C,Poland,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,2500,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,620,C,Portugal,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.03477999,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,620,C,Portugal,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.03477999,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,624,C,Guinea-Bissau,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1.19857,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,624,C,Guinea-Bissau,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1.19857,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,634,C,Qatar,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.20999997,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,634,C,Qatar,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.20999997,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,638,C,Réunion,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.28569972,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,638,C,Réunion,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.28569972,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,646,C,Rwanda,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.02,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,646,C,Rwanda,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.02,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,654,C,Saint Helena,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,2.8,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,654,C,Saint Helena,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,2.8,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,659,C,Saint Kitts-Nevis,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.583332,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,659,C,Saint Kitts-Nevis,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.583332,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,662,C,Saint Lucia,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.583332,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,662,C,Saint Lucia,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.583332,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,666,C,Saint Pierre-Miquelon,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.28569972,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,666,C,Saint Pierre-Miquelon,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.28569972,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,670,C,Saint Vincent-Grenadines,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.583332,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,670,C,Saint Vincent-Grenadines,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.583332,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,678,C,Sao Tome and Principe,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.0347826,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,678,C,Sao Tome and Principe,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.0347826,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,682,C,Saudi Arabia,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.266667,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,682,C,Saudi Arabia,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.266667,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,686,C,Senegal,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.00571769,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,686,C,Senegal,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.00571769,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,690,C,Seychelles,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.21,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,690,C,Seychelles,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,0.21,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,694,C,Sierra Leone,1956,A,0,195652,01/01/1956,X,Exports,1,Total,0,World,,,1.4,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,694,C,Sierra Leone,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,1.4,,CF,Conversion Factor,A,Actual
T38.A.CF.,T38,Conversion factors,702,C,Singapore,1956,A,0,195652,01/01/1956,M,Imports,1,Total,0,World,,,0.326667,,CF,Conversion Factor,A,Actual
